"you and we → them"	{{ lemma }}+V+TA+Ind+Prs+12Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+12Pl+3PlO
"you (all) → them"	{{ lemma }}+V+TA+Ind+Prs+2Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+2Pl+3PlO
		
"I → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prs+1Sg+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+1Sg+4Sg/PlO
"you (one) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prs+2Sg+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+2Sg+4Sg/PlO
"we → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prs+1Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+1Pl+4Sg/PlO
"you and we → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prs+12Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+12Pl+4Sg/PlO
"you (all) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prs+2Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+2Pl+4Sg/PlO
		
"s/he → me"	{{ lemma }}+V+TA+Ind+Prs+3Sg+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Sg+1SgO
"s/he → you (one)"	{{ lemma }}+V+TA+Ind+Prs+3Sg+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Sg+2SgO
"s/he → us"	{{ lemma }}+V+TA+Ind+Prs+3Sg+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Sg+1PlO
"s/he → you and us"	{{ lemma }}+V+TA+Ind+Prs+3Sg+12PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Sg+12PlO
"s/he → you (all)"	{{ lemma }}+V+TA+Ind+Prs+3Sg+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Sg+2PlO
		
"they → me"	{{ lemma }}+V+TA+Ind+Prs+3Pl+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Pl+1SgO
"they → you (one)"	{{ lemma }}+V+TA+Ind+Prs+3Pl+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Pl+2SgO
"they → us"	{{ lemma }}+V+TA+Ind+Prs+3Pl+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Pl+1PlO
"they → you and us"	{{ lemma }}+V+TA+Ind+Prs+3Pl+12PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Pl+12PlO
"s/he → you (all)"	{{ lemma }}+V+TA+Ind+Prs+3Pl+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Pl+2PlO
		
"s/he/they (further) → me"	{{ lemma }}+V+TA+Ind+Prs+4Sg/Pl+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+4Sg/Pl+1SgO
"s/he/they (further) → you (one)"	{{ lemma }}+V+TA+Ind+Prs+4Sg/Pl+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+4Sg/Pl+2SgO
"s/he/they (further) → us"	{{ lemma }}+V+TA+Ind+Prs+4Sg/Pl+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+4Sg/Pl+1PlO
"s/he/they (further) → you and us"	{{ lemma }}+V+TA+Ind+Prs+4Sg/Pl+12PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+4Sg/Pl+12PlO
"s/he/they (further) → you (all)"	{{ lemma }}+V+TA+Ind+Prs+4Sg/Pl+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+4Sg/Pl+2PlO
		
"Third person participants"	: "ni-/ki- word"	: "ê-/kâ- word"
"s/he → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prs+3Sg+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Sg+4Sg/PlO
"they → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prs+3Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+3Pl+4Sg/PlO
"s/he/they (further) → him/her/them (furthest)"	{{ lemma }}+V+TA+Ind+Prs+4Sg/Pl+5Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+4Sg/Pl+5Sg/PlO
		
"s/he/they (further) → him/her"	{{ lemma }}+V+TA+Ind+Prs+4Sg/Pl+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+4Sg/Pl+3SgO
"s/he/they (further) → them"	{{ lemma }}+V+TA+Ind+Prs+4Sg/Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+4Sg/Pl+3PlO
"s/he/they (furthest) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prs+5Sg/Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+5Sg/Pl+4Sg/PlO
		
"Unspecified actor"	: "ni-/ki- word"	: "ê-/kâ- word"
"someone → me"	{{ lemma }}+V+TA+Ind+Prs+X+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+X+1SgO
"someone → you (one)"	{{ lemma }}+V+TA+Ind+Prs+X+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+X+2SgO
"someone → him/her"	{{ lemma }}+V+TA+Ind+Prs+X+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+X+3SgO
"someone → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prs+X+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+X+4Sg/PlO
"someone → us"	{{ lemma }}+V+TA+Ind+Prs+X+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+X+1PlO
"someone → you and us"	{{ lemma }}+V+TA+Ind+Prs+X+12PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+X+12PlO
"someone → you (all)"	{{ lemma }}+V+TA+Ind+Prs+X+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+X+2PlO
"someone → them"	{{ lemma }}+V+TA+Ind+Prs+X+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prs+X+3PlO
		
"Inanimate actor"		
		
	"Something happened earlier"	
"Speech act participants"	: "ni-/ki- word"	: "ê-/kâ- word"
"you (one) → me"	{{ lemma }}+V+TA+Ind+Prt+2Sg+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+2Sg+1SgO
"you (one) → us"	{{ lemma }}+V+TA+Ind+Prt+2Sg+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+2Sg+1PlO
"you (all) → me"	{{ lemma }}+V+TA+Ind+Prt+2Pl+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+2Pl+1SgO
"you (all) → us"	{{ lemma }}+V+TA+Ind+Prt+2Pl+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+2Pl+1PlO
		
"I → you (one)"	{{ lemma }}+V+TA+Ind+Prt+1Sg+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+1Sg+2SgO
"I → you (all)"	{{ lemma }}+V+TA+Ind+Prt+1Sg+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+1Sg+2PlO
"we → you (one)"	{{ lemma }}+V+TA+Ind+Prt+1Pl+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+1Pl+2SgO
"we → you (all)"	{{ lemma }}+V+TA+Ind+Prt+1Pl+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+1Pl+2PlO
		
"Mixed participants"	: "ni-/ki- word"	: "ê-/kâ- word"
"I → him/her"	{{ lemma }}+V+TA+Ind+Prt+1Sg+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+1Sg+3SgO
"you (one) → him/her"	{{ lemma }}+V+TA+Ind+Prt+2Sg+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+2Sg+3SgO
"we → him/her"	{{ lemma }}+V+TA+Ind+Prt+1Pl+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+1Pl+3SgO
"you and we → him/her"	{{ lemma }}+V+TA+Ind+Prt+12Pl+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+12Pl+3SgO
"you (all) → him/her"	{{ lemma }}+V+TA+Ind+Prt+2Pl+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+2Pl+3SgO
		
"I → them"	{{ lemma }}+V+TA+Ind+Prt+1Sg+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+1Sg+3PlO
"you (one) → them"	{{ lemma }}+V+TA+Ind+Prt+2Sg+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+2Sg+3PlO
"we → them"	{{ lemma }}+V+TA+Ind+Prt+1Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+1Pl+3PlO
"you and we → them"	{{ lemma }}+V+TA+Ind+Prt+12Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+12Pl+3PlO
"you (all) → them"	{{ lemma }}+V+TA+Ind+Prt+2Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+2Pl+3PlO
		
"I → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prt+1Sg+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+1Sg+4Sg/PlO
"you (one) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prt+2Sg+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+2Sg+4Sg/PlO
"we → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prt+1Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+1Pl+4Sg/PlO
"you and we → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prt+12Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+12Pl+4Sg/PlO
"you (all) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prt+2Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+2Pl+4Sg/PlO
		
"s/he → me"	{{ lemma }}+V+TA+Ind+Prt+3Sg+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Sg+1SgO
"s/he → you (one)"	{{ lemma }}+V+TA+Ind+Prt+3Sg+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Sg+2SgO
"s/he → us"	{{ lemma }}+V+TA+Ind+Prt+3Sg+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Sg+1PlO
"s/he → you and us"	{{ lemma }}+V+TA+Ind+Prt+3Sg+12PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Sg+12PlO
"s/he → you (all)"	{{ lemma }}+V+TA+Ind+Prt+3Sg+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Sg+2PlO
		
"they → me"	{{ lemma }}+V+TA+Ind+Prt+3Pl+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Pl+1SgO
"they → you (one)"	{{ lemma }}+V+TA+Ind+Prt+3Pl+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Pl+2SgO
"they → us"	{{ lemma }}+V+TA+Ind+Prt+3Pl+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Pl+1PlO
"they → you and us"	{{ lemma }}+V+TA+Ind+Prt+3Pl+12PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Pl+12PlO
"s/he → you (all)"	{{ lemma }}+V+TA+Ind+Prt+3Pl+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Pl+2PlO
		
"s/he/they (further) → me"	{{ lemma }}+V+TA+Ind+Prt+4Sg/Pl+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+4Sg/Pl+1SgO
"s/he/they (further) → you (one)"	{{ lemma }}+V+TA+Ind+Prt+4Sg/Pl+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+4Sg/Pl+2SgO
"s/he/they (further) → us"	{{ lemma }}+V+TA+Ind+Prt+4Sg/Pl+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+4Sg/Pl+1PlO
"s/he/they (further) → you and us"	{{ lemma }}+V+TA+Ind+Prt+4Sg/Pl+12PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+4Sg/Pl+12PlO
"s/he/they (further) → you (all)"	{{ lemma }}+V+TA+Ind+Prt+4Sg/Pl+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+4Sg/Pl+2PlO
		
"Third person participants"	: "ni-/ki- word"	: "ê-/kâ- word"
"s/he → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prt+3Sg+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Sg+4Sg/PlO
"they → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prt+3Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+3Pl+4Sg/PlO
"s/he/they (further) → him/her/them (furthest)"	{{ lemma }}+V+TA+Ind+Prt+4Sg/Pl+5Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+4Sg/Pl+5Sg/PlO
		
"s/he/they (further) → him/her"	{{ lemma }}+V+TA+Ind+Prt+4Sg/Pl+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+4Sg/Pl+3SgO
"s/he/they (further) → them"	{{ lemma }}+V+TA+Ind+Prt+4Sg/Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+4Sg/Pl+3PlO
"s/he/they (furthest) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Prt+5Sg/Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Prt+5Sg/Pl+4Sg/PlO
		
		
	"Someone wants something to happen"	
"Speech act participants"	: "ni-/ki- word"	: "ê-/kâ- word"
"you (one) → me"	{{ lemma }}+V+TA+Ind+Fut+Int+2Sg+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+2Sg+1SgO
"you (one) → us"	{{ lemma }}+V+TA+Ind+Fut+Int+2Sg+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+2Sg+1PlO
"you (all) → me"	{{ lemma }}+V+TA+Ind+Fut+Int+2Pl+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+2Pl+1SgO
"you (all) → us"	{{ lemma }}+V+TA+Ind+Fut+Int+2Pl+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+2Pl+1PlO
		
"I → you (one)"	{{ lemma }}+V+TA+Ind+Fut+Int+1Sg+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+1Sg+2SgO
"I → you (all)"	{{ lemma }}+V+TA+Ind+Fut+Int+1Sg+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+1Sg+2PlO
"we → you (one)"	{{ lemma }}+V+TA+Ind+Fut+Int+1Pl+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+1Pl+2SgO
"we → you (all)"	{{ lemma }}+V+TA+Ind+Fut+Int+1Pl+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+1Pl+2PlO
		
"Mixed participants"	: "ni-/ki- word"	: "ê-/kâ- word"
"I → him/her"	{{ lemma }}+V+TA+Ind+Fut+Int+1Sg+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+1Sg+3SgO
"you (one) → him/her"	{{ lemma }}+V+TA+Ind+Fut+Int+2Sg+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+2Sg+3SgO
"we → him/her"	{{ lemma }}+V+TA+Ind+Fut+Int+1Pl+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+1Pl+3SgO
"you and we → him/her"	{{ lemma }}+V+TA+Ind+Fut+Int+12Pl+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+12Pl+3SgO
"you (all) → him/her"	{{ lemma }}+V+TA+Ind+Fut+Int+2Pl+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+2Pl+3SgO
		
"I → them"	{{ lemma }}+V+TA+Ind+Fut+Int+1Sg+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+1Sg+3PlO
"you (one) → them"	{{ lemma }}+V+TA+Ind+Fut+Int+2Sg+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+2Sg+3PlO
"we → them"	{{ lemma }}+V+TA+Ind+Fut+Int+1Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+1Pl+3PlO
"you and we → them"	{{ lemma }}+V+TA+Ind+Fut+Int+12Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+12Pl+3PlO
"you (all) → them"	{{ lemma }}+V+TA+Ind+Fut+Int+2Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+2Pl+3PlO
		
"I → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Int+1Sg+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+1Sg+4Sg/PlO
"you (one) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Int+2Sg+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+2Sg+4Sg/PlO
"we → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Int+1Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+1Pl+4Sg/PlO
"you and we → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Int+12Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+12Pl+4Sg/PlO
"you (all) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Int+2Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+2Pl+4Sg/PlO
		
"s/he → me"	{{ lemma }}+V+TA+Ind+Fut+Int+3Sg+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Sg+1SgO
"s/he → you (one)"	{{ lemma }}+V+TA+Ind+Fut+Int+3Sg+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Sg+2SgO
"s/he → us"	{{ lemma }}+V+TA+Ind+Fut+Int+3Sg+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Sg+1PlO
"s/he → you and us"	{{ lemma }}+V+TA+Ind+Fut+Int+3Sg+12PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Sg+12PlO
"s/he → you (all)"	{{ lemma }}+V+TA+Ind+Fut+Int+3Sg+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Sg+2PlO
		
"they → me"	{{ lemma }}+V+TA+Ind+Fut+Int+3Pl+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Pl+1SgO
"they → you (one)"	{{ lemma }}+V+TA+Ind+Fut+Int+3Pl+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Pl+2SgO
"they → us"	{{ lemma }}+V+TA+Ind+Fut+Int+3Pl+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Pl+1PlO
"they → you and us"	{{ lemma }}+V+TA+Ind+Fut+Int+3Pl+12PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Pl+12PlO
"s/he → you (all)"	{{ lemma }}+V+TA+Ind+Fut+Int+3Pl+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Pl+2PlO
		
"s/he/they (further) → me"	{{ lemma }}+V+TA+Ind+Fut+Int+4Sg/Pl+1SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+4Sg/Pl+1SgO
"s/he/they (further) → you (one)"	{{ lemma }}+V+TA+Ind+Fut+Int+4Sg/Pl+2SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+4Sg/Pl+2SgO
"s/he/they (further) → us"	{{ lemma }}+V+TA+Ind+Fut+Int+4Sg/Pl+1PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+4Sg/Pl+1PlO
"s/he/they (further) → you and us"	{{ lemma }}+V+TA+Ind+Fut+Int+4Sg/Pl+12PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+4Sg/Pl+12PlO
"s/he/they (further) → you (all)"	{{ lemma }}+V+TA+Ind+Fut+Int+4Sg/Pl+2PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+4Sg/Pl+2PlO
		
"Third person participants"	: "ni-/ki- word"	: "ê-/kâ- word"
"s/he → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Int+3Sg+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Sg+4Sg/PlO
"they → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Int+3Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+3Pl+4Sg/PlO
"s/he/they (further) → him/her/them (furthest)"	{{ lemma }}+V+TA+Ind+Fut+Int+4Sg/Pl+5Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+4Sg/Pl+5Sg/PlO
		
"s/he/they (further) → him/her"	{{ lemma }}+V+TA+Ind+Fut+Int+4Sg/Pl+3SgO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+4Sg/Pl+3SgO
"s/he/they (further) → them"	{{ lemma }}+V+TA+Ind+Fut+Int+4Sg/Pl+3PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+4Sg/Pl+3PlO
"s/he/they (furthest) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Int+5Sg/Pl+4Sg/PlO	PV/e+{{ lemma }}+V+TA+Cnj+Fut+Int+5Sg/Pl+4Sg/PlO
		
		
	"Something will certainly happen"	
"Speech act participants"	: "ni-/ki- word"	
"you (one) → me"	{{ lemma }}+V+TA+Ind+Fut+Def+2Sg+1SgO	
"you (one) → us"	{{ lemma }}+V+TA+Ind+Fut+Def+2Sg+1PlO	
"you (all) → me"	{{ lemma }}+V+TA+Ind+Fut+Def+2Pl+1SgO	
"you (all) → us"	{{ lemma }}+V+TA+Ind+Fut+Def+2Pl+1PlO	
		
"I → you (one)"	{{ lemma }}+V+TA+Ind+Fut+Def+1Sg+2SgO	
"I → you (all)"	{{ lemma }}+V+TA+Ind+Fut+Def+1Sg+2PlO	
"we → you (one)"	{{ lemma }}+V+TA+Ind+Fut+Def+1Pl+2SgO	
"we → you (all)"	{{ lemma }}+V+TA+Ind+Fut+Def+1Pl+2PlO	
		
"Mixed participants"	: "ni-/ki- word"	
"I → him/her"	{{ lemma }}+V+TA+Ind+Fut+Def+1Sg+3SgO	
"you (one) → him/her"	{{ lemma }}+V+TA+Ind+Fut+Def+2Sg+3SgO	
"we → him/her"	{{ lemma }}+V+TA+Ind+Fut+Def+1Pl+3SgO	
"you and we → him/her"	{{ lemma }}+V+TA+Ind+Fut+Def+12Pl+3SgO	
"you (all) → him/her"	{{ lemma }}+V+TA+Ind+Fut+Def+2Pl+3SgO	
		
"I → them"	{{ lemma }}+V+TA+Ind+Fut+Def+1Sg+3PlO	
"you (one) → them"	{{ lemma }}+V+TA+Ind+Fut+Def+2Sg+3PlO	
"we → them"	{{ lemma }}+V+TA+Ind+Fut+Def+1Pl+3PlO	
"you and we → them"	{{ lemma }}+V+TA+Ind+Fut+Def+12Pl+3PlO	
"you (all) → them"	{{ lemma }}+V+TA+Ind+Fut+Def+2Pl+3PlO	
		
"I → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Def+1Sg+4Sg/PlO	
"you (one) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Def+2Sg+4Sg/PlO	
"we → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Def+1Pl+4Sg/PlO	
"you and we → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Def+12Pl+4Sg/PlO	
"you (all) → him/her/them (further)"	{{ lemma }}+V+TA+Ind+Fut+Def+2Pl+4Sg/PlO	
		
"s/he → me"	{{ lemma }}+V+TA+Ind+Fut+Def+3Sg+1SgO	
"s/he → you (one)"	{{ lemma }}+V+TA+Ind+Fut+Def+3Sg+2SgO	
"s/he → us"	{{ lemma }}+V+TA+Ind+Fut+Def+3Sg+1PlO	
"s/he → you and us"	{{ lemma }}+V+TA+Ind+Fut+Def+3Sg+12PlO	
"s/he → you (all)"	{{ lemma }}+V+TA+Ind+Fut+Def+3Sg+2PlO	
		
"they → me"	{{ lemma }}+V+TA+Ind+Fut+Def+3Pl+1SgO	
"they → you (one)"	{{ lemma }}+V+TA+Ind+Fut+Def+3Pl+2SgO	
"they → us"	{{ lemma }}+V+TA+Ind+Fut+Def+3Pl+1PlO	
